特征,重要性
50、菜花。,0.004996334201723375
31、夜间去厕所,0.004871792696163759
56、你吸烟共多少年。,0.004837859749613338
50、石膏点的豆腐。,0.0047588996329962635
50、紫甘蓝。,0.004744879760499267
34、近一个月你常感到困倦吗？,0.004699322049678749
50、虾。（一份四只。）,0.004679204237561646
50、核桃，（一份三个。）,0.0046047415868171486
42、痛风。,0.004592593442889397
50、豆角，豇豆，四季豆。,0.004583720464357524
43、你是否患有一下疾病,0.004568046701979838
48、调味品使用情况（单位：匙）—酱油。,0.0045420371016231306
50、摄入食品调查—饼干一小袋。,0.004491734956590224
50、香蕉。,0.004440712606192875
50、大米，（一中碗。）,0.004308716469390878
32、近一个月，总的来说，你认为自己的睡眠质量？,0.004308595949014214
50、高笋。,0.004261141370909281
30、我容易心里烦乱，或觉得惊恐。,0.004238407241783285
50、南瓜。（1/4个。）,0.0042186462576130615
48、花生酱。,0.004119488516190001
30、我脸红，发热。,0.004098583487072014
50、奶茶，（一中杯。）,0.00408808096846825
9、你怀孕过几次？,0.004043639131180882
48、番茄酱。,0.00401265996278822
30、我呼气，吸气都感到很容易。,0.00398521675185842
50、莴笋叶，生菜。,0.00394077299622681
15、你的家庭长期几口人一起生活？,0.003885407318969168
48、豆瓣酱。,0.0038650873334607917
30、我有晕倒发作，或觉得要晕倒似的。,0.0038492891826531666
57、过去一年，你平均每天抽烟多少根？是否已戒烟？,0.0038003574963172857
42、胆囊炎。,0.003789311489434086
2、你周围的朋友或亲属有没有胆囊结石？,0.0037201081197383128
50、鸡蛋 （一个。）,0.003692086831302842
12、您是否每日按时一日三餐,0.0036848322689023005
50、面条。（一中碗。）,0.003604234377095175
50、李子。,0.003545010741905213
50、西兰花，空心菜。,0.0034916228319442468
51、大便失禁。,0.0034749072741802837
30、我觉得一切都很好，也不会发生什么不幸。,0.0034702868309222958
30、我觉得我可能将要发疯。,0.0034641463773746146
50、豆浆。（一杯。）,0.0034403329800137207
31、其他影响睡眠的事。,0.0034373393831233297
51、大便带粘液。,0.0033829768289216477
50、黄豆，黑豆。,0.0033797158287105543
63、发现胆囊结石以来是否出现过腹痛？,0.003339879868658125
30、我手脚麻木和刺痛。,0.0033330140261406426
50、豆芽。,0.003303584636847068
42、幽门螺旋杆菌感染,0.003301525872346413
50、巧克力一块。,0.0032991631488796004
51、频繁的放屁。,0.0032858060058812005
50、馒头，花卷，包子，饼。（一个。）,0.0032461934860439734
50、芒果。,0.0032267955872938396
50、梨,0.0032107202212354347
30、焦虑状况。—我觉得比平时容易紧张和着急。,0.0031972703498250278
51、突然有便意，需紧急去厕所。,0.0031790055259843376
48、白/红糖,0.003171325179290525
50、大蒜，蒜苔。,0.003162243319435853
62、近一个月，你平均每周熬夜超过凌晨12点睡觉几次？,0.003158213513563128
50、木瓜。,0.003134927375956307
31、疼痛不适。,0.0031214757880140883
50、瓜子。（一把。）,0.003080395158179979
50、淡水鱼 （一块。）,0.003032464151008068
50、白萝卜，水萝卜。,0.002988131625052035
50、桃子。,0.002979070201262859
51、因食物、饮料致腹痛、拉稀、便秘。,0.0029473490252459357
52、在过去三个月，你排便的次数是多少？,0.0029465428194242822
42、脑梗。,0.0029291427124423027
50、梆梆面,0.0029286177772481197
50、中式点心，绿豆糕等一块。,0.002904160154459018
50、奶粉 （一大匙。）,0.002889813576675884
50、洋葱，大葱，小葱。,0.0028838036024499652
50、土豆，山药。（一个/份。）,0.0028429020749330325
31、呼吸不畅。,0.002806518837671212
28、你的月经是否规律？,0.002803629391642231
50、西瓜或香瓜，或甜瓜。,0.002783927882961122
50、西葫芦。,0.002755252703373585
22、是否经常吃浆水面？,0.0027529595244567863
51、有便意时腹部绞痛。,0.0027369782409167893
30、我的手常常是干燥温暖的。,0.0027353301505819326
31、做噩梦。,0.002712113015258295
48、醋,0.0026870415078609493
50、麻辣鸡,0.0026363817611848093
50、花生。（一份。）,0.002623296728322797
18、是否经常吃汉中米皮？,0.0026167628879482595
67、您的收入？,0.0026001497087330145
30、我因为头疼，颈痛和背痛而苦恼。,0.002595922239889818
41、糖尿病。,0.0025700561619846967
50、鸡肉，鸭肉 （一份。）,0.0025431951735709877
50、干枣。（一份三个。）,0.0024943144391170314
41、高胆固醇,0.0024627021877450875
31、近一个月因下列情况影响睡眠而烦恼。—入睡困难，30分钟内不能入睡。,0.0023868633285676964
50、豆腐丝，豆腐皮，豆腐干，腐竹。,0.002355582139427679
35、近一个月，你做事情的精力不足吗？,0.002269305225917247
41、痛风。,0.002245960928393831
50、油条，油饼。（半个。）,0.0021276719412815833
50、西红柿。（一个。）,0.002123195287169317
50、柚子。,0.002121699241875447
14、您家中食用水是否使用净水器,0.0020970976635140475
31、感觉热。,0.0020852669449112943
41、恶性肿瘤。,0.002053478944154986
50、海水鱼。（一块。）,0.0019303242805089832
61、你经常进行体育锻炼吗？,0.0019285512981501828
50、圣女果，（一份五个。）,0.0018950970073885636
8、你有几个孩子？,0.0018406755869066589
50、其他含糖饮料。（七喜、果啤、冰峰一瓶330毫升。）,0.0017958008366925173
50、木耳。（泡。）,0.001793563986876886
50、海带 （泡。）,0.0017851144355834209
51、拉稀,0.0017809435477922134
25、你所口服或注射的药物是？,0.0017701130723682093
50、浆水点的豆腐。,0.0017624556305519288
50、卷心菜。,0.0016256161987138074
50、韭菜。,0.0016237777247355143
30、我无缘无故的感到害怕。,0.0015501909473888422
42、恶性肿瘤。,0.0015488896574474005
64、出现腹痛是否出现在进食油腻或饮酒之后？,0.0015379757997308972
50、蛋糕一块。,0.001489342532455981
50、玉米。,0.0013609688000588687
19、是否经常吃汉中菜豆腐？,0.001317443998153282
42、胆囊结石。,0.0012980129486740068
4、你的性别,0.0012465886818590751
16、您家中一壶食用油食用多久？（5升一壶）,0.001241009567446464
51、日常排便习惯。（并不包括生病不适的日子。）—不能定时排便。,0.0012335339257012986
58、你是否饮酒？（指每周至少一次，连续六个月或以上喝酒）,0.001211519475465183
50、桔子或柑橘。,0.0011714633157681393
31、感觉冷。,0.0011618029223066297
42、高胆固醇血症,0.0011439303134600158
42、糖尿病。,0.001126410846618256
30、因为一阵阵头晕而苦恼。,0.0010510636750757823
50、葡萄一小串。,0.0009107911742327644
50、含咖啡因的低糖饮料 （无糖可乐、一瓶330毫升。）,0.0008987468254671108
7、年龄,0.0008543341052156078
50、油菜。,0.0008145825146387751
42、你的父亲是否患有或患过下列疾病？—高血压。,0.0007912753922599729
50、平菇，香菇，蘑菇，冬菇，金针菇。,0.0007778162265665599
41、幽门螺旋杆菌感染,0.0007336731115405405
33、近一个月你用药物催眠的情况？,0.0007109474006864432
41、胆囊结石。,0.0006314410942943559
30、我常常要小便。,0.0005694915585592787
41、中风。,0.0005266759861745896
53、排便是否定时？,0.000485533594935184
45、你的低密度脂蛋白数值是多少？（不清楚则填0）,0.0004589455974336289
30、我感觉容易衰弱或疲倦。,0.0004361899569191494
41、胆囊炎。,0.0004274144212005676
41、你的母亲是否患有或患过下列疾病？—高血压。,0.0004050194853419696
42、冠心病。,0.0003370000973477169
21、火锅锅底常选择？,0.000284305462460928
49、你觉得自己口味如何？,0.0002412661090192961
