特征,重要性
57、过去一年，你平均每天抽烟多少根？是否已戒烟？,0.004149253738421712
15、你的家庭长期几口人一起生活？,0.004111327453683471
50、奶茶，（一中杯。）,0.004082833629020394
30、我呼气，吸气都感到很容易。,0.003988293377700531
30、我容易入睡，并且一夜睡得很好。,0.003985758559235451
51、大便失禁。,0.003976097570520044
30、我手脚麻木和刺痛。,0.003958963337926186
50、平菇，香菇，蘑菇，冬菇，金针菇。,0.003872058430884131
32、近一个月，总的来说，你认为自己的睡眠质量？,0.0038413257815635786
41、糖尿病。,0.0038267490619640996
30、我因为头疼，颈痛和背痛而苦恼。,0.003808486561806804
50、胡萝卜。,0.0038034635992706942
50、鸡肉，鸭肉 （一份。）,0.0037932302334863755
50、小青菜。,0.0037892331793579082
50、瓜子。（一把。）,0.003760813374191584
30、我有晕倒发作，或觉得要晕倒似的。,0.0037596162592343713
50、桃子。,0.0037460036769297526
31、咳嗽或鼾声高。,0.003741136938847409
50、柿子。,0.003705990731423181
60、你经常饮用的茶是？,0.0036975732666474615
48、沙拉酱。,0.003663125057925964
50、大蒜，蒜苔。,0.0036620860869376205
50、大白菜。,0.0036354909044278706
41、高血脂,0.003628626405736295
50、馒头，花卷，包子，饼。（一个。）,0.0036242028976879383
66、你的性格特点？,0.00360034832382756
50、麻辣鸡,0.0034818200237600005
48、番茄酱。,0.0034766501401884337
51、突然有便意，需紧急去厕所。,0.0034723098943411756
51、大便带粘液。,0.0034478105239518
50、油菜。,0.0034127391223644147
31、其他影响睡眠的事。,0.0033787198193483527
51、日常排便习惯。（并不包括生病不适的日子。）—不能定时排便。,0.0033152066653421293
9、你怀孕过几次？,0.003273735652493117
4、你的性别,0.003219817150424448
50、油条，油饼。（半个。）,0.0032168345632533173
50、竹笋。,0.0032109255576092334
50、巧克力一块。,0.003205953998333622
50、莴笋叶，生菜。,0.003187659886838785
50、大米，（一中碗。）,0.0031788266807848574
13、您家里饮食用水常来自于哪里？,0.0031754435336361036
50、卷心菜。,0.0031689990903645067
31、感觉冷。,0.003136831960703626
30、我做噩梦。,0.0031257388078541073
7、年龄,0.003111472357688018
50、罐罐茶,0.003107777667316601
50、梨,0.0030752850131979385
31、呼吸不畅。,0.00303528907374685
50、腌制肉,0.003034579281581803
50、羊肉 （一份。）,0.0029785248003119684
50、摄入食品调查—饼干一小袋。,0.0029314695658365585
50、奶粉 （一大匙。）,0.0029228945944011512
49、你觉得自己口味如何？,0.0028638942775017005
50、哈密瓜。,0.00283991380086104
50、桔子或柑橘。,0.002814901555103611
30、我无缘无故的感到害怕。,0.002771805937364495
65、你从事脑力工作，还是体力工作？,0.0027354281115167588
50、动物内脏，（如两小段猪大肠。）,0.0027145631058035392
51、拉稀,0.002681370376489524
50、香蕉。,0.00267888746925144
28、你的月经是否规律？,0.0026727920111722435
50、木耳。（泡。）,0.00266949147237471
26、你第一次来月经的年龄是？,0.0026578051262026075
50、香肠、腊肠、火腿肠等。,0.00265182356815335
50、西兰花，空心菜。,0.0026303864574945346
62、近一个月，你平均每周熬夜超过凌晨12点睡觉几次？,0.002548517142470599
50、含咖啡因的低糖饮料 （无糖可乐、一瓶330毫升。）,0.0025438423460404386
50、奶糖，水果糖两块。,0.0025419006438794677
30、我常常要小便。,0.002498676491543661
35、近一个月，你做事情的精力不足吗？,0.002488290771423553
41、中风。,0.0024819002666235687
50、红薯。（一个。）,0.0024762191219287583
36、近一个月，晚上上床时间通常点钟？,0.0024583552003247366
50、紫菜。 （干。）,0.0023572799190603256
48、豆瓣酱。,0.0023364224265736006
50、蛋糕一块。,0.002297462433959901
50、淡水鱼 （一块。）,0.0022302924152194444
50、榨菜，腌菜，咸菜，江水菜。,0.0022079559727235117
42、胆囊炎。,0.002192657021406635
30、我感觉容易衰弱或疲倦。,0.0021797238477176883
41、胆囊炎。,0.00217325367977813
50、李子。,0.0021721401503233557
30、我的手常常是干燥温暖的。,0.002147169670495068
50、浆水点的豆腐。,0.0021224160161597396
31、夜间去厕所,0.0021133603056436973
30、焦虑状况。—我觉得比平时容易紧张和着急。,0.0020939211401116973
50、咖啡粉，（如雀巢一袋。）,0.0020450622089609517
30、我容易心里烦乱，或觉得惊恐。,0.0020128292623383852
34、近一个月你常感到困倦吗？,0.0020065461696379423
50、石膏点的豆腐。,0.0019395660687657646
42、冠心病。,0.0019282072080579955
48、白/红糖,0.0018964048707287037
50、南瓜。（1/4个。）,0.0018722265816772674
50、小米，（一中碗。）,0.0018533297443155993
50、豆角，豇豆，四季豆。,0.0018383799687560316
56、你吸烟共多少年。,0.0017839539472643984
50、西瓜或香瓜，或甜瓜。,0.0017095932155084758
50、腊肉,0.0016998504632998786
42、脑梗。,0.0016936472532425755
14、您家中食用水是否使用净水器,0.0016649820967920745
50、根面角,0.001624819726973665
61、你经常进行体育锻炼吗？,0.0016037471536325142
41、胆囊结石。,0.001599883489067489
50、核桃馍,0.001599190724000117
41、你的母亲是否患有或患过下列疾病？—高血压。,0.001597059037673578
51、因紧张、压力致腹痛、拉稀、便秘。,0.0015866426940519484
50、土豆，山药。（一个/份。）,0.0015475300679449787
50、西红柿。（一个。）,0.0015216286156988406
31、感觉热。,0.001500414131243356
64、出现腹痛是否出现在进食油腻或饮酒之后？,0.0014869506214094852
50、西葫芦。,0.0014651847538621387
50、豆浆。（一杯。）,0.001449780070829681
50、核桃，（一份三个。）,0.0014216249234440404
42、幽门螺旋杆菌感染,0.0014168724039607466
50、白萝卜，水萝卜。,0.0013974214342960536
50、含咖啡因的糖和碳酸饮料。（如可口可乐，雪碧。330毫升）,0.0013611332578845974
53、排便是否定时？,0.0013560912035781212
67、您的收入？,0.001354910220621513
50、菜花。,0.0013451249840512492
51、频繁的放屁。,0.001300430784172987
31、做噩梦。,0.001288627051144864
41、恶性肿瘤。,0.0012772930923239515
42、恶性肿瘤。,0.0012632509432811037
30、我觉得一切都很好，也不会发生什么不幸。,0.0012443466398033567
42、高胆固醇血症,0.0011984398547933558
50、豆芽。,0.0011925083400858394
29、你的绝经年龄是多少岁？,0.0011667398726710133
50、海带 （泡。）,0.0011326795634550612
23、是否经常吃柿子（包括柿饼）？,0.0011030574523167365
22、是否经常吃浆水面？,0.0010796454696479904
50、花生。（一份。）,0.0010068122948051863
2、你周围的朋友或亲属有没有胆囊结石？,0.0009979993897316977
50、紫甘蓝。,0.0009935301300138103
42、糖尿病。,0.0009145642424477748
24、你近半年有没有经常口服或注射某种药物？,0.0009067257427170874
21、火锅锅底常选择？,0.0008009675145970719
42、高脂血症,0.0007089703021835018
8、你有几个孩子？,0.0006979360521085929
16、您家中一壶食用油食用多久？（5升一壶）,0.0006939421310178709
42、你的父亲是否患有或患过下列疾病？—高血压。,0.0006365629916038221
19、是否经常吃汉中菜豆腐？,0.0006303008253939375
41、痛风。,0.0005834605151200011
30、我因为胃痛和消化不良而苦恼。,0.00042560942281759265
45、你的低密度脂蛋白数值是多少？（不清楚则填0）,0.0004102265938775856
25、你所口服或注射的药物是？,0.0004094252927505433
20、是否经常吃火锅？,0.00040409488139825264
30、因为一阵阵头晕而苦恼。,0.00039843064118670786
50、瘦鲜猪肉，（一份。）,0.00036201928780474314
31、近一个月因下列情况影响睡眠而烦恼。—入睡困难，30分钟内不能入睡。,0.0003460152817396681
46、你的甘油三酯数值是多少？（不清楚则填0）,0.00030653595556463277
50、梆梆面,0.00023833806563938653
41、冠心病。,0.00021335732998541335
47、你的胆固醇数值是多少？（不清楚则填0）,0.00016281982465557354
42、痛风。,0.00011974135866528304
41、幽门螺旋杆菌感染,0.00011131725417439708
55、截至目前，你是否吸过烟？（指每天至少吸一支，或连续吸烟六个月以上。）,0.00011004559031598806
42、胆囊结石。,4.8847554922346737e-05
11、近一年你是否经常运动？,0.0
44、你的高密度脂蛋白数值是多少？（不清楚则填0）,0.0
41、高胆固醇,0.0
59、你是否经常喝茶？,0.0
58、你是否饮酒？（指每周至少一次，连续六个月或以上喝酒）,0.0
